id,file,Component,Smell,Details,"Em uma escala de 1 a 5, como você avalia a relevância desse smell?
1 = smell não é importante e, provavelmente, não será refatorado
5 = smell é muito importante e, provavelmente, será refatorado em breve.",Observação
342,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\CreateQueueSheet.tsx,CreateQueueSheet,Large Component,LOC: 257; Number of props: 20; Number of attributes: 0; Number of methods: 2,,
343,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\CreateQueueSheet.tsx,CreateQueueSheet,Too many props,"Number of props: 20; Props: visible,onClose,data,projectRef,connectionString,mutate,isPending,resolver,defaultValues,confirmOnClose,handleOpenChange,modalProps,checkIsDirty,name,enableRls,values,type,configuration,onSuccess,field",,
344,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\QueuesSettings.tsx,QueuesSettings,Large Component,LOC: 332; Number of props: 22; Number of attributes: 0; Number of methods: 3,,
345,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\QueuesSettings.tsx,QueuesSettings,Too many props,"Number of props: 22; Props: data,can,enable,resolver,mode,defaultValues,formState,projectRef,connectionString,schema,error,isSuccess,isPending,mutateAsync,mutate,onSuccess,onError,id,name,payload,pgmqVersion,field",,
346,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\QueuesTab.tsx,QueuesTab,Large Component,LOC: 159; Number of props: 13; Number of attributes: 0; Number of methods: 0,,
347,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\QueueTab.tsx,QueueTab,Large Component,LOC: 257; Number of props: 22; Number of attributes: 0; Number of methods: 1,,
348,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\QueueTab.tsx,QueueTab,Too many props,"Number of props: 22; Props: childId,ref,data,history,clearOnDefault,isPending,projectRef,connectionString,schema,error,fetchNextPage,isFetching,queueName,status,staleTime,mutate,onSettled,id,rls_enabled,name,payload,content",,
349,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\SingleQueue\MessageDetailsPanel.tsx,MessageDetailsPanel,Large Component,LOC: 182; Number of props: 15; Number of attributes: 0; Number of methods: 0,,
350,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\SingleQueue\MessageDetailsPanel.tsx,MessageDetailsPanel,Too many props,"Number of props: 15; Props: selectedMessage,setSelectedMessage,id,childId,data,mutate,isPending,isSuccess,icon,text,isLoading,onClick,title,description,type",,
351,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\SingleQueue\QueueSettings.tsx,QueueSettings,Large Component,LOC: 326; Number of props: 15; Number of attributes: 0; Number of methods: 2,,
352,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\SingleQueue\QueueSettings.tsx,QueueSettings,Too many props,"Number of props: 15; Props: childId,data,projectRef,connectionString,error,isPending,isSuccess,isError,schema,mutateAsync,role,action,revokes,grants,content",,
353,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\SingleQueue\SendMessageModal.tsx,SendMessageModal,Large Component,LOC: 101; Number of props: 17; Number of attributes: 0; Number of methods: 1,,
354,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\SingleQueue\SendMessageModal.tsx,SendMessageModal,Too many props,"Number of props: 17; Props: visible,onClose,childId,data,resolver,defaultValues,isPending,mutate,onSuccess,projectRef,connectionString,queueName,payload,delay,field,wordWrap,contextmenu",,
355,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\templates\StripeSyncEngine\InstallationOverview.tsx,StripeSyncInstallationPage,Large Component,LOC: 352; Number of props: 19; Number of attributes: 0; Number of methods: 1,,
356,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\templates\StripeSyncEngine\InstallationOverview.tsx,StripeSyncInstallationPage,Too many props,"Number of props: 19; Props: data,resolver,defaultValues,mode,parsedSchema,projectRef,connectionString,can,mutate,isPending,error,reset,onSuccess,refetchInterval,isSuccess,integrationName,content,stripeSecretKey,field",,
357,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Vault\Secrets\EditSecretModal.tsx,EditSecretModal,Large Component,LOC: 183; Number of props: 17; Number of attributes: 0; Number of methods: 1,,
358,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Vault\Secrets\EditSecretModal.tsx,EditSecretModal,Too many props,"Number of props: 17; Props: data,isSuccess,projectRef,connectionString,isPending,id,enabled,name,description,secret,resolver,defaultValues,values,mutate,onSuccess,onError,field",,
359,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Vault\Secrets\SecretRow.tsx,SecretRow,Large Component,LOC: 132; Number of props: 11; Number of attributes: 0; Number of methods: 0,,
360,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Vault\Secrets\SecretsManagement.tsx,SecretsManagement,Large Component,LOC: 174; Number of props: 12; Number of attributes: 0; Number of methods: 0,,
361,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\VercelGithub\ProjectLinker.tsx,Panel,Large Component,LOC: 13; Number of props: 24; Number of attributes: 0; Number of methods: 1,,
362,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\VercelGithub\ProjectLinker.tsx,Panel,Too many props,"Number of props: 24; Props: slug,organizationIntegrationId,foreignProjects,onCreateConnections,installedConnections,isLoading,integrationIcon,getForeignProjectIcon,choosePrompt,onSkip,loadingForeignProjects,showNoEntitiesState,defaultSupabaseProjectRef,defaultForeignProjectId,mode,data,isPending,ref,connection,orgSlug,new,children,className,backgroundPosition",,
363,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\VercelGithub\ProjectLinker.tsx,Panel,Large Component,LOC: 13; Number of props: 24; Number of attributes: 0; Number of methods: 1,,
364,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\VercelGithub\ProjectLinker.tsx,Panel,Too many props,"Number of props: 24; Props: slug,organizationIntegrationId,foreignProjects,onCreateConnections,installedConnections,isLoading,integrationIcon,getForeignProjectIcon,choosePrompt,onSkip,loadingForeignProjects,showNoEntitiesState,defaultSupabaseProjectRef,defaultForeignProjectId,mode,data,isPending,ref,connection,orgSlug,new,children,className,backgroundPosition",,
365,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\CreateIcebergWrapperSheet.tsx,CreateIcebergWrapperSheet,Large Component,LOC: 304; Number of props: 31; Number of attributes: 0; Number of methods: 1,,
366,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\CreateIcebergWrapperSheet.tsx,CreateIcebergWrapperSheet,Too many props,"Number of props: 31; Props: wrapperMeta,onDirty,onClose,onCloseWithConfirmation,data,mutate,mutateAsync,isPending,onSuccess,server,projectRef,connectionString,wrapper_name,server_name,source_schema,target_schema,name,formState,mode,tables,sourceSchema,targetSchema,action,properties,groups,values,initialValues,label,required,encrypted,secureEntry",,
367,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\CreateWrapperSheet.tsx,CreateWrapperSheet,Large Component,LOC: 440; Number of props: 31; Number of attributes: 0; Number of methods: 2,,
368,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\CreateWrapperSheet.tsx,CreateWrapperSheet,Too many props,"Number of props: 31; Props: wrapperMeta,onDirty,onClose,onCloseWithConfirmation,data,mutate,projectRef,connectionString,mutateAsync,isPending,onSuccess,wrapper_name,server_name,source_schema,target_schema,name,formState,mode,tables,sourceSchema,targetSchema,action,properties,groups,values,initialValues,tableIndex,label,required,encrypted,secureEntry",,
369,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\EditWrapperSheet.tsx,EditWrapperSheet,Large Component,LOC: 378; Number of props: 24; Number of attributes: 0; Number of methods: 4,,
370,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\EditWrapperSheet.tsx,EditWrapperSheet,Too many props,"Number of props: 24; Props: wrapper,wrapperMeta,isClosing,setIsClosing,onClose,data,mutate,isPending,onSuccess,wrapper_name,server_name,confirmOnClose,modalProps,checkIsDirty,values,initialValues,resetForm,handler,tables,projectRef,connectionString,ids,tableIndex,formState",,
371,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\OverviewTab.tsx,WrapperOverviewTab,Large Component,LOC: 131; Number of props: 13; Number of attributes: 0; Number of methods: 0,,
372,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\WrapperRow.tsx,WrapperRow,Large Component,LOC: 140; Number of props: 6; Number of attributes: 0; Number of methods: 0,,
373,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\WrapperTableEditor.tsx,TableForm,Large Component,LOC: 156; Number of props: 17; Number of attributes: 0; Number of methods: 0,,
374,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\WrapperTableEditor.tsx,TableForm,Too many props,"Number of props: 17; Props: table,onSubmit,initialData,data,isPending,isSuccess,projectRef,connectionString,table_name,columns,schema,schema_name,name,required,errors,values,setFieldValue",,
375,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\JwtSecrets\illustrations.tsx,StandbyKeyIllustration,Large Component,LOC: 131; Number of props: 0; Number of attributes: 0; Number of methods: 0,,
376,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\JwtSecrets\illustrations.tsx,WhyUseStandbyKeysIllustration,Large Component,LOC: 143; Number of props: 0; Number of attributes: 0; Number of methods: 0,,
377,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\JwtSecrets\jwt-secret-keys-table\create-key-dialog.tsx,CreateKeyDialog,Large Component,LOC: 217; Number of props: 9; Number of attributes: 0; Number of methods: 1,,
378,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\JwtSecrets\jwt-secret-keys-table\index.tsx,JWTSecretKeysTable,Large Component,LOC: 506; Number of props: 18; Number of attributes: 0; Number of methods: 5,,
379,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\JwtSecrets\jwt-secret-keys-table\index.tsx,JWTSecretKeysTable,Too many props,"Number of props: 18; Props: ref,data,isPending,can,isLoading,projectRef,enabled,mutate,onSuccess,onError,standby,in_use,previously_used,revoked,keyId,status,title,description",,
380,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\JwtSecrets\jwt-secret-keys-table\rotate-key-dialog.tsx,RotateKeyDialog,Large Component,LOC: 267; Number of props: 13; Number of attributes: 0; Number of methods: 0,,
381,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\JwtSecrets\jwt-secret-keys-table\signing-key-row.tsx,SigningKeyRow,Large Component,LOC: 175; Number of props: 12; Number of attributes: 0; Number of methods: 0,,
382,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\JwtSecrets\jwt-settings.tsx,JWTSettings,Large Component,LOC: 489; Number of props: 23; Number of attributes: 0; Number of methods: 2,,
383,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\JwtSecrets\jwt-settings.tsx,JWTSettings,Too many props,"Number of props: 23; Props: ref,can,data,projectRef,isError,mutateAsync,isPending,enabled,mutate,Failed,Updated,Updating,JWT_EXP,resetForm,config,onError,onSuccess,jwtSecret,changeTrackingId,handleReset,values,initialValues,content",,
384,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Linter\LinterDataGrid.tsx,LinterDataGrid,Large Component,LOC: 174; Number of props: 26; Number of attributes: 0; Number of methods: 1,,
385,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Linter\LinterDataGrid.tsx,LinterDataGrid,Too many props,"Number of props: 26; Props: isLoading,filteredLints,selectedLint,currentTab,ref,id,name,description,minWidth,value,key,resizable,headerCellClass,renderHeaderCell,renderCell,query,height,row,idx,rowIdx,origin,advisorSource,advisorCategory,advisorType,advisorLevel,noRowsFallback",,
